Date,Name,Client,Project,Hours,Role,Freelancer,Billable
1/21/2020,Napoleon Nolan,Prohaska - Schiller,incentivize impactful e-business,0.5,Designer,No,No
1/22/2020,Kattie Gerlach,Walsh and Sons,generate collaborative bandwidth,0.25,Account Manager,No,Yes
1/22/2020,Kattie Gerlach,"Wunsch, Brown and Beer",facilitate transparent ROI,2,Account Manager,No,Yes
1/22/2020,Kattie Gerlach,Prohaska - Schiller,transition user-centric interfaces,1.25,Account Manager,No,No
1/22/2020,Kattie Gerlach,Prohaska - Schiller,syndicate global platforms,4.5,Account Manager,No,No
1/22/2020,Phoebe Hilll,Walsh and Sons,iterate frictionless e-commerce,2,Producer,No,Yes
1/22/2020,Phoebe Hilll,Prohaska - Schiller,transition user-centric interfaces,3,Producer,No,No
1/22/2020,Phoebe Hilll,Prohaska - Schiller,implement viral markets,1,Producer,No,No
1/22/2020,Phoebe Hilll,Prohaska - Schiller,transition proactive networks,2,Producer,No,No
1/22/2020,Ottilie Graham,Walsh and Sons,iterate frictionless e-commerce,4,Designer,No,Yes
1/22/2020,Ottilie Graham,"Wunsch, Brown and Beer",facilitate transparent ROI,3,Designer,No,Yes
1/22/2020,Ottilie Graham,Prohaska - Schiller,implement viral markets,1,Designer,No,No
1/22/2020,Bernardo Legros,Walsh and Sons,generate collaborative bandwidth,7,Designer,No,Yes
1/22/2020,Bernardo Legros,Prohaska - Schiller,implement viral markets,2,Designer,No,No
1/22/2020,Napoleon Nolan,Prohaska - Schiller,monetize vertical convergence,0.5,Designer,No,No
1/22/2020,Napoleon Nolan,Prohaska - Schiller,transition proactive networks,1.5,Designer,No,No
1/22/2020,Napoleon Nolan,"Wunsch, Brown and Beer",facilitate transparent ROI,3,Designer,No,Yes
1/22/2020,Nelson Frami,"Wunsch, Brown and Beer",facilitate transparent ROI,8,Writer,No,Yes
1/22/2020,Brock Hane,Walsh and Sons,iterate frictionless e-commerce,5.5,Writer,No,Yes
1/22/2020,Brock Hane,Prohaska - Schiller,implement viral markets,2,Writer,No,No
1/22/2020,Brock Hane,Prohaska - Schiller,transition proactive networks,0.5,Writer,No,No
1/22/2020,Napoleon Nolan,Walsh and Sons,iterate frictionless e-commerce,3,Designer,No,Yes
1/23/2020,Phoebe Hilll,Prohaska - Schiller,transition proactive networks,7,Producer,No,No
1/23/2020,Phoebe Hilll,Prohaska - Schiller,transition user-centric interfaces,1,Producer,No,No
1/23/2020,Bernardo Legros,Walsh and Sons,generate collaborative bandwidth,6,Designer,No,Yes
1/23/2020,Bernardo Legros,Prohaska - Schiller,transition user-centric interfaces,1,Designer,No,No
1/23/2020,Bernardo Legros,Walsh and Sons,integrate value-added blockchains,1,Designer,No,Yes
1/23/2020,Napoleon Nolan,Prohaska - Schiller,monetize vertical convergence,0.5,Designer,No,No
1/23/2020,Napoleon Nolan,Prohaska - Schiller,transition proactive networks,1.5,Designer,No,No
1/23/2020,Kattie Gerlach,Walsh and Sons,iterate frictionless e-commerce,0.5,Account Manager,No,Yes
1/23/2020,Kattie Gerlach,Prohaska - Schiller,transition user-centric interfaces,3,Account Manager,No,No
1/23/2020,Kattie Gerlach,Walsh and Sons,integrate value-added blockchains,1.75,Account Manager,No,Yes
1/23/2020,Kattie Gerlach,Prohaska - Schiller,syndicate global platforms,3.25,Account Manager,No,No
1/23/2020,Nelson Frami,Prohaska - Schiller,transition proactive networks,8,Writer,No,No
1/23/2020,Ottilie Graham,"Wunsch, Brown and Beer",facilitate transparent ROI,1,Designer,No,Yes
1/23/2020,Ottilie Graham,Walsh and Sons,iterate frictionless e-commerce,6.5,Designer,No,Yes
1/23/2020,Brock Hane,Prohaska - Schiller,transition proactive networks,8,Writer,No,No
1/23/2020,Napoleon Nolan,Walsh and Sons,iterate frictionless e-commerce,4.5,Designer,No,Yes
1/23/2020,Napoleon Nolan,Prohaska - Schiller,incentivize impactful e-business,1.5,Designer,No,No
1/24/2020,Bernardo Legros,Prohaska - Schiller,transition user-centric interfaces,1,Designer,No,No
1/24/2020,Bernardo Legros,Walsh and Sons,generate collaborative bandwidth,4,Designer,No,Yes
1/24/2020,Bernardo Legros,Walsh and Sons,integrate value-added blockchains,3,Designer,No,Yes
1/24/2020,Kattie Gerlach,Walsh and Sons,integrate value-added blockchains,0.75,Account Manager,No,Yes
1/24/2020,Kattie Gerlach,Prohaska - Schiller,transition user-centric interfaces,7.5,Account Manager,No,No
1/24/2020,Phoebe Hilll,Prohaska - Schiller,transition proactive networks,9,Producer,No,No
1/24/2020,Nelson Frami,Prohaska - Schiller,transition proactive networks,8,Writer,No,No
1/24/2020,Ottilie Graham,Walsh and Sons,iterate frictionless e-commerce,8,Designer,No,Yes
1/24/2020,Brock Hane,Prohaska - Schiller,transition proactive networks,8,Writer,No,No
1/24/2020,Edd Hilll,"Wunsch, Brown and Beer",facilitate transparent ROI,6,Producer,No,Yes
1/24/2020,Edd Hilll,Walsh and Sons,generate collaborative bandwidth,8,Producer,No,Yes
1/24/2020,Edd Hilll,Walsh and Sons,integrate value-added blockchains,6,Producer,No,Yes
1/24/2020,Edd Hilll,Walsh and Sons,iterate frictionless e-commerce,8,Producer,No,Yes
1/24/2020,Edd Hilll,Prohaska - Schiller,transition user-centric interfaces,8,Producer,No,No
1/24/2020,Edd Hilll,Prohaska - Schiller,syndicate global platforms,10,Producer,No,No
1/25/2020,Phoebe Hilll,Prohaska - Schiller,synergize holistic initiatives,9,Producer,No,No
1/26/2020,Kattie Gerlach,Walsh and Sons,integrate value-added blockchains,0.25,Account Manager,No,Yes
1/26/2020,Kattie Gerlach,Walsh and Sons,iterate frictionless e-commerce,0.25,Account Manager,No,Yes
1/26/2020,Kattie Gerlach,Prohaska - Schiller,transition user-centric interfaces,0.25,Account Manager,No,No
1/26/2020,Kattie Gerlach,Prohaska - Schiller,syndicate global platforms,1,Account Manager,No,No
1/26/2020,Phoebe Hilll,Prohaska - Schiller,synergize holistic initiatives,6,Producer,No,No
1/26/2020,Ottilie Graham,Walsh and Sons,iterate frictionless e-commerce,1,Designer,No,Yes
1/27/2020,Nelson Frami,Walsh and Sons,iterate frictionless e-commerce,6,Writer,No,Yes
1/27/2020,Nelson Frami,"Wunsch, Brown and Beer",facilitate transparent ROI,2,Writer,No,Yes
1/27/2020,Ottilie Graham,Walsh and Sons,iterate frictionless e-commerce,9,Designer,No,Yes
1/27/2020,Napoleon Nolan,Prohaska - Schiller,monetize vertical convergence,0.5,Designer,No,No
1/27/2020,Napoleon Nolan,Prohaska - Schiller,transition proactive networks,1,Designer,No,No
1/27/2020,Napoleon Nolan,Prohaska - Schiller,strategize efficient initiatives,0.5,Designer,No,No
1/27/2020,Kattie Gerlach,Walsh and Sons,iterate frictionless e-commerce,1.25,Account Manager,No,Yes
1/27/2020,Kattie Gerlach,Walsh and Sons,generate collaborative bandwidth,0.75,Account Manager,No,Yes
1/27/2020,Kattie Gerlach,Walsh and Sons,integrate value-added blockchains,1.25,Account Manager,No,Yes
1/27/2020,Kattie Gerlach,Prohaska - Schiller,transition user-centric interfaces,0.75,Account Manager,No,No
1/27/2020,Kattie Gerlach,Prohaska - Schiller,syndicate global platforms,3.75,Account Manager,No,No
1/27/2020,Kattie Gerlach,"Wunsch, Brown and Beer",facilitate transparent ROI,0.5,Account Manager,No,Yes
1/27/2020,Phoebe Hilll,Prohaska - Schiller,strategize efficient initiatives,1.5,Producer,No,No
1/27/2020,Phoebe Hilll,Prohaska - Schiller,synergize holistic initiatives,2,Producer,No,No
1/27/2020,Phoebe Hilll,Prohaska - Schiller,transition user-centric interfaces,1,Producer,No,No
1/27/2020,Phoebe Hilll,Walsh and Sons,iterate frictionless e-commerce,2,Producer,No,Yes
1/27/2020,Napoleon Nolan,Walsh and Sons,iterate frictionless e-commerce,6,Designer,No,Yes
1/27/2020,Bernardo Legros,Walsh and Sons,generate collaborative bandwidth,4,Designer,No,Yes
1/27/2020,Bernardo Legros,Walsh and Sons,integrate value-added blockchains,4,Designer,No,Yes
1/27/2020,Brock Hane,Walsh and Sons,iterate frictionless e-commerce,7,Writer,No,Yes
1/27/2020,Brock Hane,Prohaska - Schiller,implement viral markets,1,Writer,No,No
1/27/2020,Edd Hilll,Walsh and Sons,iterate frictionless e-commerce,2,Producer,No,Yes
1/27/2020,Edd Hilll,Walsh and Sons,generate collaborative bandwidth,1,Producer,No,Yes
1/27/2020,Edd Hilll,"Wunsch, Brown and Beer",facilitate transparent ROI,1,Producer,No,Yes
1/27/2020,Edd Hilll,Prohaska - Schiller,enhance bricks-and-clicks communities,1,Producer,No,No
1/27/2020,Edd Hilll,Prohaska - Schiller,syndicate global platforms,2,Producer,No,No
1/27/2020,Edd Hilll,Prohaska - Schiller,transition user-centric interfaces,1,Producer,No,No
1/28/2020,Nelson Frami,Prohaska - Schiller,transition proactive networks,2,Writer,No,No
1/28/2020,Napoleon Nolan,Prohaska - Schiller,monetize vertical convergence,0.5,Designer,No,No
1/28/2020,Napoleon Nolan,Prohaska - Schiller,transition proactive networks,1,Designer,No,No
1/28/2020,Napoleon Nolan,Prohaska - Schiller,strategize efficient initiatives,3.5,Designer,No,No
1/28/2020,Kattie Gerlach,Prohaska - Schiller,transition user-centric interfaces,0.75,Account Manager,No,No
1/28/2020,Kattie Gerlach,Walsh and Sons,generate collaborative bandwidth,0.5,Account Manager,No,Yes
1/28/2020,Kattie Gerlach,Walsh and Sons,integrate value-added blockchains,1.75,Account Manager,No,Yes
1/28/2020,Kattie Gerlach,Prohaska - Schiller,syndicate global platforms,6,Account Manager,No,No
1/28/2020,Napoleon Nolan,Walsh and Sons,iterate frictionless e-commerce,2,Designer,No,Yes
1/28/2020,Napoleon Nolan,"Wunsch, Brown and Beer",facilitate transparent ROI,1,Designer,No,Yes
1/28/2020,Phoebe Hilll,Prohaska - Schiller,transition user-centric interfaces,1,Producer,No,No
1/28/2020,Ottilie Graham,Walsh and Sons,iterate frictionless e-commerce,8,Designer,No,Yes
1/28/2020,Nelson Frami,"Wunsch, Brown and Beer",facilitate transparent ROI,6,Writer,No,Yes
1/28/2020,Bernardo Legros,Prohaska - Schiller,transition user-centric interfaces,1,Designer,No,No
1/28/2020,Bernardo Legros,Walsh and Sons,integrate value-added blockchains,5,Designer,No,Yes
1/28/2020,Bernardo Legros,Walsh and Sons,generate collaborative bandwidth,2,Designer,No,Yes
1/28/2020,Brock Hane,Prohaska - Schiller,transition proactive networks,1.5,Writer,No,No
1/28/2020,Brock Hane,Prohaska - Schiller,implement viral markets,1,Writer,No,No
1/28/2020,Brock Hane,"Wunsch, Brown and Beer",facilitate transparent ROI,2,Writer,No,Yes
1/28/2020,Brock Hane,Walsh and Sons,iterate frictionless e-commerce,3,Writer,No,Yes
1/28/2020,Brock Hane,Prohaska - Schiller,enhance bricks-and-clicks communities,0.5,Writer,No,No
1/28/2020,Edd Hilll,Walsh and Sons,iterate frictionless e-commerce,1,Producer,No,Yes
1/28/2020,Edd Hilll,Walsh and Sons,generate collaborative bandwidth,1,Producer,No,Yes
1/28/2020,Edd Hilll,"Wunsch, Brown and Beer",facilitate transparent ROI,1,Producer,No,Yes
1/28/2020,Edd Hilll,Prohaska - Schiller,enhance bricks-and-clicks communities,1,Producer,No,No
1/28/2020,Edd Hilll,Prohaska - Schiller,syndicate global platforms,2,Producer,No,No
1/28/2020,Edd Hilll,Prohaska - Schiller,transition user-centric interfaces,1,Producer,No,No
1/29/2020,Kattie Gerlach,Prohaska - Schiller,transition user-centric interfaces,2,Account Manager,No,No
1/29/2020,Kattie Gerlach,Walsh and Sons,integrate value-added blockchains,1.25,Account Manager,No,Yes
1/29/2020,Kattie Gerlach,"Wunsch, Brown and Beer",facilitate transparent ROI,0.75,Account Manager,No,Yes
1/29/2020,Kattie Gerlach,Prohaska - Schiller,syndicate global platforms,4,Account Manager,No,No
1/29/2020,Napoleon Nolan,Prohaska - Schiller,strategize efficient initiatives,3,Designer,No,No
1/29/2020,Napoleon Nolan,Prohaska - Schiller,monetize vertical convergence,0.5,Designer,No,No
1/29/2020,Napoleon Nolan,Prohaska - Schiller,transition proactive networks,2,Designer,No,No
1/29/2020,Napoleon Nolan,"Wunsch, Brown and Beer",facilitate transparent ROI,2.5,Designer,No,Yes
1/29/2020,Phoebe Hilll,Prohaska - Schiller,transition user-centric interfaces,1,Producer,No,No
1/29/2020,Phoebe Hilll,Prohaska - Schiller,strategize efficient initiatives,1,Producer,No,No
1/29/2020,Ottilie Graham,Walsh and Sons,iterate frictionless e-commerce,8,Designer,No,Yes
1/29/2020,Nelson Frami,"Wunsch, Brown and Beer",facilitate transparent ROI,5,Writer,No,Yes
1/29/2020,Nelson Frami,Walsh and Sons,iterate frictionless e-commerce,1,Writer,No,Yes
1/29/2020,Bernardo Legros,Walsh and Sons,generate collaborative bandwidth,4,Designer,No,Yes
1/29/2020,Bernardo Legros,Walsh and Sons,integrate value-added blockchains,5,Designer,No,Yes
1/29/2020,Brock Hane,Prohaska - Schiller,syndicate global platforms,2,Writer,No,No
1/29/2020,Brock Hane,Prohaska - Schiller,implement viral markets,1,Writer,No,No
1/29/2020,Nelson Frami,Prohaska - Schiller,transition proactive networks,0.5,Writer,No,No
1/29/2020,Brock Hane,Walsh and Sons,iterate frictionless e-commerce,5,Writer,No,Yes
1/29/2020,Nelson Frami,Prohaska - Schiller,syndicate global platforms,1,Writer,No,No
1/29/2020,Edd Hilll,Walsh and Sons,iterate frictionless e-commerce,2,Producer,No,Yes
1/29/2020,Edd Hilll,Walsh and Sons,generate collaborative bandwidth,1,Producer,No,Yes
1/29/2020,Edd Hilll,"Wunsch, Brown and Beer",facilitate transparent ROI,1,Producer,No,Yes
1/29/2020,Edd Hilll,Prohaska - Schiller,enhance bricks-and-clicks communities,0.5,Producer,No,No
1/29/2020,Edd Hilll,Prohaska - Schiller,syndicate global platforms,1,Producer,No,No
1/29/2020,Edd Hilll,Prohaska - Schiller,transition user-centric interfaces,1,Producer,No,No
1/30/2020,Napoleon Nolan,Walsh and Sons,iterate frictionless e-commerce,4,Designer,No,Yes
1/30/2020,Napoleon Nolan,Prohaska - Schiller,strategize efficient initiatives,2,Designer,No,No
1/30/2020,Napoleon Nolan,Prohaska - Schiller,monetize vertical convergence,0.5,Designer,No,No
1/30/2020,Napoleon Nolan,Prohaska - Schiller,transition proactive networks,1.5,Designer,No,No
1/30/2020,Phoebe Hilll,Prohaska - Schiller,syndicate global platforms,5,Producer,No,No
1/30/2020,Phoebe Hilll,Prohaska - Schiller,transition proactive networks,1,Producer,No,No
1/30/2020,Phoebe Hilll,Prohaska - Schiller,transition user-centric interfaces,1,Producer,No,No
1/30/2020,Ottilie Graham,Walsh and Sons,iterate frictionless e-commerce,8,Designer,No,Yes
1/30/2020,Nelson Frami,Walsh and Sons,iterate frictionless e-commerce,2,Writer,No,Yes
1/30/2020,Kattie Gerlach,"Wunsch, Brown and Beer",facilitate transparent ROI,1.25,Account Manager,No,Yes
1/30/2020,Kattie Gerlach,Walsh and Sons,integrate value-added blockchains,1,Account Manager,No,Yes
1/30/2020,Kattie Gerlach,Prohaska - Schiller,transition user-centric interfaces,2,Account Manager,No,No
1/30/2020,Kattie Gerlach,Prohaska - Schiller,syndicate global platforms,3.75,Account Manager,No,No
1/30/2020,Nelson Frami,Prohaska - Schiller,syndicate global platforms,5,Writer,No,No
1/30/2020,Bernardo Legros,Prohaska - Schiller,transition user-centric interfaces,1,Designer,No,No
1/30/2020,Bernardo Legros,Prohaska - Schiller,implement viral markets,1,Designer,No,No
1/30/2020,Bernardo Legros,Walsh and Sons,integrate value-added blockchains,5,Designer,No,Yes
1/30/2020,Nelson Frami,Prohaska - Schiller,transition proactive networks,0.5,Writer,No,No
1/30/2020,Brock Hane,Walsh and Sons,generate collaborative bandwidth,1.5,Writer,No,Yes
1/30/2020,Brock Hane,Prohaska - Schiller,implement viral markets,2,Writer,No,No
1/30/2020,Nelson Frami,Prohaska - Schiller,implement viral markets,1,Writer,No,No
1/30/2020,Brock Hane,Walsh and Sons,iterate frictionless e-commerce,2,Writer,No,Yes
1/30/2020,Brock Hane,Prohaska - Schiller,syndicate global platforms,2.5,Writer,No,No
1/30/2020,Edd Hilll,Walsh and Sons,iterate frictionless e-commerce,1,Producer,No,Yes
1/30/2020,Edd Hilll,Walsh and Sons,generate collaborative bandwidth,1,Producer,No,Yes
1/30/2020,Edd Hilll,"Wunsch, Brown and Beer",facilitate transparent ROI,1,Producer,No,Yes
1/30/2020,Edd Hilll,Prohaska - Schiller,syndicate global platforms,2,Producer,No,No
1/30/2020,Edd Hilll,Prohaska - Schiller,transition user-centric interfaces,1,Producer,No,No
1/30/2020,Edd Hilll,Prohaska - Schiller,enhance bricks-and-clicks communities,1,Producer,No,No
1/31/2020,Ottilie Graham,Walsh and Sons,iterate frictionless e-commerce,8,Designer,No,Yes
1/31/2020,Napoleon Nolan,Prohaska - Schiller,monetize vertical convergence,1,Designer,No,No
1/31/2020,Napoleon Nolan,Prohaska - Schiller,transition proactive networks,1,Designer,No,No
1/31/2020,Napoleon Nolan,Walsh and Sons,integrate value-added blockchains,1.5,Designer,No,Yes
1/31/2020,Napoleon Nolan,Walsh and Sons,iterate frictionless e-commerce,2,Designer,No,Yes
1/31/2020,Napoleon Nolan,Prohaska - Schiller,strategize efficient initiatives,4,Designer,No,No
1/31/2020,Napoleon Nolan,Prohaska - Schiller,syndicate global platforms,1.5,Designer,No,No
1/31/2020,Kattie Gerlach,"Wunsch, Brown and Beer",facilitate transparent ROI,1,Account Manager,No,Yes
1/31/2020,Kattie Gerlach,Walsh and Sons,iterate frictionless e-commerce,0.5,Account Manager,No,Yes
1/31/2020,Kattie Gerlach,Prohaska - Schiller,transition user-centric interfaces,0.5,Account Manager,No,No
1/31/2020,Kattie Gerlach,Walsh and Sons,integrate value-added blockchains,0.75,Account Manager,No,Yes
1/31/2020,Kattie Gerlach,Prohaska - Schiller,syndicate global platforms,4.75,Account Manager,No,No
1/31/2020,Nelson Frami,Prohaska - Schiller,syndicate global platforms,6,Writer,No,No
1/31/2020,Nelson Frami,"Wunsch, Brown and Beer",facilitate transparent ROI,1,Writer,No,Yes
1/31/2020,Bernardo Legros,Prohaska - Schiller,syndicate global platforms,4,Designer,No,No
1/31/2020,Bernardo Legros,"Wunsch, Brown and Beer",facilitate transparent ROI,3,Designer,No,Yes
1/31/2020,Bernardo Legros,Prohaska - Schiller,transition user-centric interfaces,1,Designer,No,No
1/31/2020,Nelson Frami,Prohaska - Schiller,transition proactive networks,0.5,Writer,No,No
1/31/2020,Brock Hane,Prohaska - Schiller,syndicate global platforms,2.5,Writer,No,No
1/31/2020,Brock Hane,Walsh and Sons,generate collaborative bandwidth,5.5,Writer,No,Yes
1/31/2020,Edd Hilll,Walsh and Sons,iterate frictionless e-commerce,2,Producer,No,Yes
1/31/2020,Edd Hilll,Walsh and Sons,generate collaborative bandwidth,1,Producer,No,Yes
1/31/2020,Edd Hilll,"Wunsch, Brown and Beer",facilitate transparent ROI,1,Producer,No,Yes
1/31/2020,Edd Hilll,Prohaska - Schiller,enhance bricks-and-clicks communities,0.5,Producer,No,No
1/31/2020,Edd Hilll,Prohaska - Schiller,syndicate global platforms,2,Producer,No,No
1/31/2020,Edd Hilll,Prohaska - Schiller,transition user-centric interfaces,1,Producer,No,No
1/31/2020,Kattie Gerlach,Walsh and Sons,empower dynamic mindshare,2.25,Account Manager,No,Yes
2/1/2020,Napoleon Nolan,Prohaska - Schiller,strategize efficient initiatives,6.5,Designer,No,No
2/1/2020,Napoleon Nolan,Prohaska - Schiller,monetize vertical convergence,0.5,Designer,No,No
2/1/2020,Edd Hilll,Prohaska - Schiller,enhance bricks-and-clicks communities,2,Producer,No,No
2/1/2020,Edd Hilll,Prohaska - Schiller,transition user-centric interfaces,1,Producer,No,No
2/2/2020,Bernardo Legros,Prohaska - Schiller,syndicate global platforms,4,Designer,No,No
